filename,width,height,class,xmin,ymin,xmax,ymax
Mujahir-74_jpg.rf.d951fb1939346299b960a400f85f17cd.jpg,4624,3472,mujahir,755,863,2824,2216
6_mp4-0011_jpg.rf.dea9d42e2d93d46dbcddce039c4b560c.jpg,1280,720,mujahir,153,128,975,485
Red-Devil-50_png.rf.dfcef884bf37dcb14e0d796e7015d3b6.jpg,1280,720,red_devil,451,97,701,575
Sepat-77_png.rf.d957497aacba1776af303b193d5f19d6.jpg,466,617,sepat,0,292,307,507
Video-Sepat-2_mp4-0035_jpg.rf.e7ad4822a6829aa513d08a68a2dd3f4a.jpg,478,850,sepat,318,533,385,649
Video-Sepat-2_mp4-0035_jpg.rf.e7ad4822a6829aa513d08a68a2dd3f4a.jpg,478,850,sepat,128,536,287,698
Red-Devil-40_png.rf.e75c428b50c3d5fad7d9a1d8a97dfbd5.jpg,1280,720,red_devil,128,240,1074,582
Red-Devil-237_jpg.rf.e58213aad9d551bfe8e78ddffc551752.jpg,3060,4080,red_devil,8,1665,2685,2733
Red-Devil-52_png.rf.e4ca703e10bc71495c0ce2191bcae5e7.jpg,1280,720,red_devil,15,224,845,561
Video-Sepat-2_mp4-0075_jpg.rf.f0d6c35c9a5cca2b0029effab8c9969a.jpg,478,850,sepat,61,474,329,672
Red-Devil-153-_jpg.rf.e78ac96cff97195b77a070afd4b77ea4.jpg,3060,4080,red_devil,0,1838,3059,3059
Red-Devil-174_jpg.rf.ea2621f3bef84ae3578da02118197f83.jpg,3060,4080,red_devil,470,1506,2861,2574
Red-Devil-80_png.rf.eed819d28b4a9036c15e44fdc09ad67a.jpg,720,1280,red_devil,189,159,560,804
Sepat-130_jpg.rf.e3b74a12d360d7a34470c07fbcc12922.jpg,720,1280,sepat,451,687,549,1099
Red-Devil-30_png.rf.ed68ae930b936abd6cc46f13d077c52d.jpg,1280,720,red_devil,271,155,1010,470
Red-Devil-42_png.rf.e4760bca2959d719f1836ac10816fa85.jpg,1280,720,red_devil,70,127,887,595
Mujahir-4_jpg.rf.edeb01a8391810ffe4e82d169ee4b976.jpg,3472,4624,mujahir,766,502,2114,4064
Mujahir-4_jpg.rf.edeb01a8391810ffe4e82d169ee4b976.jpg,3472,4624,mujahir,769,2440,2028,4060
Video-Sepat-2_mp4-0047_jpg.rf.e437c1169493dd92f3cc6406a0e804cd.jpg,478,850,sepat,96,524,262,624
Sepat-204_jpg.rf.e7cbffc6aeed9db725d87d9fbf8196e2.jpg,754,486,sepat,56,75,661,379
Video-Sepat-2_mp4-0014_jpg.rf.ed4d8f5537aa26f1fcbdf0a6881f1be4.jpg,478,850,sepat,45,488,234,676
Mujahir-26_jpg.rf.e3eb3cfcaf5f8acaa5d19fe6822d8ba5.jpg,4624,3472,mujahir,558,771,3655,2089
3_mp4-0014_jpg.rf.ed8759a8a49f3abd67a640c86c63ca66.jpg,1280,720,mujahir,1,275,1000,520
Mujahir-157_jpg.rf.f039eb93335eba0d97fecee09d602d70.jpg,4624,3472,mujahir,1852,412,3090,3130
Mujahir-18_jpg.rf.ec4ff459a3cd0e4bd90050b1d195e8a6.jpg,4624,3472,mujahir,876,1208,4344,2630
Mujahir-68_jpg.rf.eeb01341d09632403d4feffd61f3ef5b.jpg,4624,3472,mujahir,870,1481,3756,2550
Red-Devil-199_jpg.rf.ef8744be4d289599280c835c92aabcc3.jpg,4080,3060,red_devil,526,438,3546,2255
Video-Sepat-1_mp4-0007_jpg.rf.e916d49c63953291fe42fa0dbeec7f5e.jpg,478,850,sepat,175,242,346,590
Sepat-36_png.rf.ec307c536eb0978c7293dc8f00e7508b.jpg,431,423,sepat,7,160,431,317
Mujahir-112_jpg.rf.f1c9d5dbcb64d941db4d15046ce92ead.jpg,4624,3472,mujahir,1015,421,2817,3344
Mujahir-112_jpg.rf.f1c9d5dbcb64d941db4d15046ce92ead.jpg,4624,3472,mujahir,1011,990,2767,3348
Mujahir-8_jpg.rf.eb94768d87bba32a901dbbd1a5acb59e.jpg,4624,3472,mujahir,1316,1759,3435,2569
Sepat-105_png.rf.e49161488ce1745e270fd9502279835f.jpg,493,718,sepat,0,144,228,487
Red-Devil-205_jpg.rf.f19fc2f724cb1b9c5d2a0af8c089b1f2.jpg,3060,4080,red_devil,481,618,2493,2533
Red-Devil-65_png.rf.f7fcacdb65ecc334007f4a42667e39da.jpg,1280,720,red_devil,193,89,923,554
Sepat-178_jpg.rf.f50882443eea0a091ce70ee5d6cf1bbd.jpg,1600,1200,sepat,0,303,1387,921
Mujahir-63_jpg.rf.f4d0696d586404770866daf61c053ffd.jpg,4624,3472,mujahir,1690,981,2711,2544
Video-Sepat-2_mp4-0001_jpg.rf.f377e90be1c7b7363c517d6c6a256015.jpg,478,850,sepat,0,626,238,732
Mujahir-55_jpg.rf.f60056a3ce5838f2e0caa5c4747667dd.jpg,4624,3472,mujahir,1072,980,2975,2136
Video-Sepat-2_mp4-0048_jpg.rf.f79dcf7bb9c2e6eb11d3613d97b9003e.jpg,478,850,sepat,143,412,315,614
Red-Devil-22_png.rf.f45675752c5546078cc5661395115a3c.jpg,1280,720,red_devil,127,262,1083,608
Sepat-163_jpg.rf.f8621c29985c4e298eb15370d67fe0b6.jpg,960,1280,sepat,212,631,388,1050
Red-Devil-46_png.rf.f8699ed1b4b3d03f3ee06773c75e585a.jpg,1280,720,red_devil,275,170,803,583
Mujahir-140_jpg.rf.f5da5085a24f4f7e7428e5b4d97659ca.jpg,4624,3472,mujahir,778,1369,3598,2428
Mujahir-3_jpg.rf.f83fdedcc8326d2c6b5e62c9c7a4491e.jpg,3472,4624,mujahir,778,479,2136,4055
Mujahir-3_jpg.rf.f83fdedcc8326d2c6b5e62c9c7a4491e.jpg,3472,4624,mujahir,1018,477,2086,1675
Red-Devil-208_jpg.rf.f74bfbb900107ee097114ab6314f74ca.jpg,3060,4080,red_devil,343,239,2789,1920
Mujahir-128_jpg.rf.f2392dc02a1f7dbde583fd123bcef67f.jpg,4624,3472,mujahir,1955,790,3232,2365
Mujahir-128_jpg.rf.f2392dc02a1f7dbde583fd123bcef67f.jpg,4624,3472,mujahir,2040,1206,2963,2215
Sepat-9_png.rf.f8d2aad40bb1c29c568e1adf5517ea65.jpg,730,580,sepat,37,63,607,577
Red-Devil-212_jpg.rf.fafc3ff752e28df828a72921e2ddb00d.jpg,3060,4080,red_devil,219,1014,2602,1970
1_mp4-0006_jpg.rf.f87a6b52a6eed920554d516edac38a92.jpg,1280,720,mujahir,148,203,913,718
Mujahir-152_jpg.rf.f83661ce0f017118a52b9b8eb0d952ad.jpg,4624,3472,mujahir,885,1065,3780,2692
Video-Sepat-2_mp4-0013_jpg.rf.fa15c4f7430b734bc634d230adc4b0fc.jpg,478,850,sepat,144,435,249,693
Video-Sepat-2_mp4-0013_jpg.rf.fa15c4f7430b734bc634d230adc4b0fc.jpg,478,850,sepat,322,310,390,419
Video-Sepat-2_mp4-0044_jpg.rf.f62d2668f0aa72c1645e8fe1b8eb1fe4.jpg,478,850,sepat,252,560,329,694
Red-Devil-45_png.rf.faf7959c38e5b2e48d0013eba10c3042.jpg,1280,720,red_devil,456,105,778,574
Red-Devil-188_jpg.rf.f5b5fa64712811eeb2ca55602897962f.jpg,4080,3060,red_devil,1355,869,3227,1897
Sepat-71_png.rf.fafcf1a501a3de57a89f3267e198c6c6.jpg,498,747,sepat,103,196,468,399
Sepat-45_png.rf.f9b27fb6c7a9df8efb26065e4fe9a3a2.jpg,387,522,sepat,0,65,383,452
Video-Sepat-2_mp4-0059_jpg.rf.f9db9fe00fa17a1b9d147954368d1b4a.jpg,478,850,sepat,365,440,405,556
Video-Sepat-2_mp4-0059_jpg.rf.f9db9fe00fa17a1b9d147954368d1b4a.jpg,478,850,sepat,257,424,361,516
Video-Sepat-2_mp4-0059_jpg.rf.f9db9fe00fa17a1b9d147954368d1b4a.jpg,478,850,sepat,12,507,211,599
Sepat-174_jpg.rf.f94b34def9217f657ef9e22695d2ad15.jpg,960,1280,sepat,32,91,628,611
Sepat-174_jpg.rf.f94b34def9217f657ef9e22695d2ad15.jpg,960,1280,sepat,0,236,438,742
Video-Sepat-2_mp4-0026_jpg.rf.fb76a1c5563a8be9acbb28224e75edb5.jpg,478,850,sepat,88,411,180,615
Video-Sepat-2_mp4-0026_jpg.rf.fb76a1c5563a8be9acbb28224e75edb5.jpg,478,850,sepat,349,420,443,444
Video-Sepat-2_mp4-0026_jpg.rf.fb76a1c5563a8be9acbb28224e75edb5.jpg,478,850,sepat,344,532,409,654
Red-Devil-112_png.rf.fd433354a3f3dfeaa0fdb8333b1c366a.jpg,720,1280,red_devil,292,251,671,854
Video-Sepat-2_mp4-0018_jpg.rf.fbab2292e7859833b642441cd5e76635.jpg,478,850,sepat,259,576,476,790
1_mp4-0003_jpg.rf.fd4d089bece6da0e5f00c41dac11bc9e.jpg,1280,720,mujahir,421,550,794,720
Video-Sepat-2_mp4-0034_jpg.rf.fd94286662f879620c12fb6032f2257f.jpg,478,850,sepat,124,536,305,638
Video-Sepat-2_mp4-0034_jpg.rf.fd94286662f879620c12fb6032f2257f.jpg,478,850,sepat,224,572,263,587
Video-Sepat-2_mp4-0034_jpg.rf.fd94286662f879620c12fb6032f2257f.jpg,478,850,sepat,320,558,379,664
Video-Sepat-2_mp4-0034_jpg.rf.fd94286662f879620c12fb6032f2257f.jpg,478,850,sepat,193,585,308,703
3_mp4-0001_jpg.rf.fd3a5262357a1fe5edcf4553da01771c.jpg,1280,720,mujahir,415,230,1280,685
Sepat-40_png.rf.fef0bf7d0aadd94fd326728227edce25.jpg,350,582,sepat,65,46,286,553
Sepat-35_png.rf.fe775875081338f98516eed17435d9aa.jpg,423,431,sepat,154,2,327,427
Mujahir-107_jpg.rf.fc4d593917bf3e020152098c2c08a7c2.jpg,4624,3472,mujahir,2041,779,2928,3125
Mujahir-107_jpg.rf.fc4d593917bf3e020152098c2c08a7c2.jpg,4624,3472,mujahir,2184,1817,2924,3126
Video-Sepat-2_mp4-0033_jpg.rf.fe879a79a21dac5e3a648d8e8084a5fb.jpg,478,850,sepat,73,548,280,645
Video-Sepat-2_mp4-0033_jpg.rf.fe879a79a21dac5e3a648d8e8084a5fb.jpg,478,850,sepat,322,593,388,706
Video-Sepat-2_mp4-0033_jpg.rf.fe879a79a21dac5e3a648d8e8084a5fb.jpg,478,850,sepat,236,586,282,753
Video-Sepat-2_mp4-0008_jpg.rf.fe5faa83ebee7d6b29ac81b303cb4958.jpg,478,850,sepat,138,594,386,661
Sepat-188_jpg.rf.ff65e91ec8cbd29a3a3f6b616178dea5.jpg,960,1280,sepat,53,364,684,811
Red-Devil-113_png.rf.fd9877f17d662dd0b5b2ef5926750f3e.jpg,720,1280,red_devil,249,231,514,805
Video-Sepat-2_mp4-0078_jpg.rf.fe175f52ed8c7c002f083045e085dee5.jpg,478,850,sepat,53,466,292,639
Mujahir-25_jpg.rf.fdd4a38ba0ce2f4061349ba89d3e5e37.jpg,4624,3472,mujahir,718,913,3686,2224
Red-Devil-242_jpg.rf.ff920df59c44cbaedc012817c65af0d0.jpg,3060,4080,red_devil,8,1434,2781,2741
Video-Sepat-2_mp4-0025_jpg.rf.0131be6f9d7766e7d820265362038f82.jpg,478,850,sepat,259,518,329,682
Video-Sepat-2_mp4-0025_jpg.rf.0131be6f9d7766e7d820265362038f82.jpg,478,850,sepat,401,322,450,448
Video-Sepat-2_mp4-0011_jpg.rf.00180c2f18a88e8b32500eddb6979a40.jpg,478,850,sepat,72,570,344,631
Video-Sepat-2_mp4-0011_jpg.rf.00180c2f18a88e8b32500eddb6979a40.jpg,478,850,sepat,70,569,346,633
Video-Sepat-2_mp4-0011_jpg.rf.00180c2f18a88e8b32500eddb6979a40.jpg,478,850,sepat,446,402,475,539
Video-Sepat-2_mp4-0011_jpg.rf.00180c2f18a88e8b32500eddb6979a40.jpg,478,850,sepat,174,255,279,398
Red-Devil-161_jpg.rf.0189614e53f1c06b8370cf1193c195ab.jpg,3060,4080,red_devil,8,1960,2749,2837
Mujahir-110_jpg.rf.01e0e123bb799a9ebebe5b1db6430ad8.jpg,4624,3472,mujahir,459,1738,3853,2923
Mujahir-137_jpg.rf.018f0fcd8611c284a2658658df9c08bd.jpg,4624,3472,mujahir,1509,833,2965,3133
Red-Devil-134_png.rf.021f0b97360f947bf32a42e5162533ff.jpg,1280,720,red_devil,173,40,1001,540
Sepat-46_png.rf.07daf8fb922151b3d622816a35053190.jpg,522,387,sepat,65,0,460,382
Red-Devil-47_png.rf.0c0b55685112b01c8e8e56740a93a220.jpg,720,1280,red_devil,270,284,518,1025
Sepat-190_jpg.rf.02651c27c169e7a71709ac0fa372e580.jpg,1280,960,sepat,428,216,892,493
Sepat-185_jpg.rf.0bcd93ff5319ed0600c0aa4b1c27c380.jpg,1280,960,sepat,73,98,1050,873
Red-Devil-182-_jpg.rf.023d1576218ca67c4a0c70cdeabed473.jpg,3060,4080,red_devil,672,1762,687,1801
Red-Devil-182-_jpg.rf.023d1576218ca67c4a0c70cdeabed473.jpg,3060,4080,red_devil,789,1227,1976,2678
Mujahir-88_jpg.rf.06786a6c21f2bcfbe7304f027ed11cba.jpg,4624,3472,mujahir,1097,1061,3727,2612
Red-Devil-150_jpg.rf.092e43c7928a5fa089d434fc3456d3e9.jpg,3060,4080,red_devil,479,642,2097,4079
Mujahir-45_jpg.rf.0391fc24bf768b4c1e7a612b6308eab6.jpg,4624,3472,mujahir,1023,1613,3847,2805
Sepat-143_jpg.rf.09b96b6457195af68f4fc54e695ea639.jpg,960,1280,sepat,413,38,679,437
Mujahir-50_jpg.rf.0811ddd4e82dbc5ec6ff49778f7cff75.jpg,4624,3472,mujahir,1237,556,2817,3155
Sepat-129_jpg.rf.09b41676eb2433ec3bcc0031253e3020.jpg,1280,960,sepat,660,669,1268,955
Mujahir-59_jpg.rf.0dcaf2bcabd546cfd9187acd4c7a25eb.jpg,4624,3472,mujahir,1165,998,3046,2125
Sepat-57_png.rf.0cb0fca71ced013c10b8d4556a33a05c.jpg,507,743,sepat,136,284,380,440
Red-Devil-25_png.rf.056c33ca21664b8977da7f6a27cdf072.jpg,1280,720,red_devil,64,102,888,498
Mujahir-71_jpg.rf.09fc63153c7cff78c16f6f868b90f9b7.jpg,4624,3472,mujahir,905,883,2763,3463
Red-Devil-168-_jpg.rf.0a4a928a95512e2addc5b14892c97a63.jpg,3060,4080,red_devil,632,1622,2062,2536
Mujahir-109_jpg.rf.0aa660e541676f1f75b640846c0db915.jpg,4624,3472,mujahir,1905,847,3168,2917
Mujahir-109_jpg.rf.0aa660e541676f1f75b640846c0db915.jpg,4624,3472,mujahir,1905,846,2940,2035
Sepat-89_png.rf.0451a6563d09031a112be395aa1eff55.jpg,506,748,sepat,24,191,503,478
Mujahir-39_jpg.rf.093e8c9d73f413d6f62eddf163817479.jpg,4624,3472,mujahir,285,752,3717,2261
Red-Devil-76_png.rf.0eb4c13801530641042edfb1b17b647e.jpg,720,1280,mujahir,34,552,667,845
Red-Devil-185_jpg.rf.08c69b7f14ee11b3b1b80531f8d388ee.jpg,3060,4080,red_devil,701,1203,1681,2837
Sepat-148_jpg.rf.0c762d83ce5f46fd0d40c511ef585854.jpg,960,1280,sepat,302,0,791,1205
Mujahir-174_jpg.rf.105cb66a605f0648f96d283ec0f09330.jpg,4624,3472,mujahir,1692,310,3059,2329
Mujahir-174_jpg.rf.105cb66a605f0648f96d283ec0f09330.jpg,4624,3472,mujahir,1697,1030,3060,2329
Red-Devil-148_jpg.rf.027d159592c13345f788e65ca8c23c42.jpg,3060,4080,red_devil,8,1100,2494,3036
Video-Sepat-2_mp4-0010_jpg.rf.0ff1f34692d5e3ac590e6dcece0af771.jpg,478,850,sepat,0,598,268,665
Video-Sepat-2_mp4-0010_jpg.rf.0ff1f34692d5e3ac590e6dcece0af771.jpg,478,850,sepat,398,393,432,549
Video-Sepat-2_mp4-0010_jpg.rf.0ff1f34692d5e3ac590e6dcece0af771.jpg,478,850,sepat,52,259,163,438
Red-Devil-75_png.rf.109f56fb4f689df05b4382295308d605.jpg,720,1280,red_devil,0,470,638,948
Mujahir-24_jpg.rf.10edbafd54f7446bacbf7ce7852a0848.jpg,4624,3472,mujahir,504,1429,3281,2660
1_mp4-0015_jpg.rf.1364fb2edb97cfc246152ac69e53a12f.jpg,1280,720,mujahir,650,123,1055,263
Red-Devil-93_png.rf.11061161b73cd455d1b4a3fe14f14f8c.jpg,720,1280,red_devil,224,448,719,1105
5_mp4-0001_jpg.rf.15e440cc525508f8f2e35a0ae802097b.jpg,1280,720,mujahir,248,235,1228,530
Mujahir-115_jpg.rf.11d7dc0bca31dee2e22f350de648d0a1.jpg,4624,3472,mujahir,1503,543,2527,2581
Red-Devil-64_png.rf.13bdfc3565211fc6d3993f92295d9e72.jpg,1280,720,red_devil,36,159,772,646
Mujahir-72_jpg.rf.115871811b55f1d236f26ec1ae4ef7c7.jpg,4624,3472,mujahir,905,882,2757,3471
Sepat-30_png.rf.1437d3d991253fd6b7aa97513d7fb913.jpg,803,752,sepat,201,60,759,646
Red-Devil-193_jpg.rf.1515e84e52249404a63ad1280032ceca.jpg,4080,3060,red_devil,789,988,3084,2168
Video-Sepat-1_mp4-0010_jpg.rf.1641fa8cbe10bccfbc1688607b347884.jpg,478,850,sepat,76,163,290,411
Video-Sepat-1_mp4-0010_jpg.rf.1641fa8cbe10bccfbc1688607b347884.jpg,478,850,sepat,90,284,303,743
Mujahir-116_jpg.rf.18e3734502684fc88e5958eccce9d175.jpg,4624,3472,mujahir,401,1129,2302,2373
Sepat-176_jpg.rf.13608df684ab648cc1a03c9f353458c3.jpg,1280,960,sepat,782,0,1272,814
Video-Sepat-1_mp4-0012_jpg.rf.1b0a31d8d5396ee5ba04e519fdd9af7a.jpg,478,850,sepat,130,119,401,424
Video-Sepat-1_mp4-0012_jpg.rf.1b0a31d8d5396ee5ba04e519fdd9af7a.jpg,478,850,sepat,153,263,352,773
Sepat-94_png.rf.192cc097d3504c59ce44c43c279e09dd.jpg,767,503,sepat,348,47,662,487
Video-Sepat-2_mp4-0049_jpg.rf.1a876f59cd7f80b5d182ccf2b1072ae8.jpg,478,850,sepat,193,387,321,676
Mujahir-99_jpg.rf.16ba404cd52ea2eca0a4084fac9ac26c.jpg,4624,3472,mujahir,1032,1126,3017,2410
Sepat-38_png.rf.157cd97dc7c66f8437e744c766bfda0e.jpg,350,582,sepat,67,16,288,535
Sepat-8_png.rf.17af1eadd6e9a6415fa175bf108c9695.jpg,690,405,sepat,38,53,640,387
Video-Sepat-2_mp4-0066_jpg.rf.1425ccf6e639104e900fc47ec88bd47c.jpg,478,850,sepat,247,536,341,596
Video-Sepat-2_mp4-0066_jpg.rf.1425ccf6e639104e900fc47ec88bd47c.jpg,478,850,sepat,100,477,238,612
Video-Sepat-2_mp4-0066_jpg.rf.1425ccf6e639104e900fc47ec88bd47c.jpg,478,850,sepat,416,476,441,561
Red-Devil-183_jpg.rf.17f13570e16718759810069e50578cdf.jpg,3060,4080,red_devil,853,1060,2223,2446
Sepat-172_jpg.rf.19e371403e2e5d52db38b1d069fd9e1a.jpg,1200,1600,sepat,328,237,933,1599
Red-Devil-123_png.rf.149bc8886f404796d8ac1bed4d17a079.jpg,1280,720,red_devil,540,47,1037,519
Red-Devil-90_png.rf.1cda46a019c1ab84faa137c4a3a00585.jpg,1280,720,red_devil,542,167,996,628
Red-Devil-203_jpg.rf.18693d2d79b9ce841106dd9f2f531196.jpg,3060,4080,red_devil,534,669,2144,2566
Mujahir-103_jpg.rf.18f288f0866581b407fe4abd6d1c412a.jpg,4624,3472,mujahir,1029,1088,4356,2268
2_mp4-0000_jpg.rf.1c054a242cfff7720b54c02b0ae8cd41.jpg,1280,720,mujahir,345,293,1280,680
Mujahir-106_jpg.rf.1a54c36852b50272e34b4b380ec591ec.jpg,4624,3472,mujahir,2032,772,2933,3159
Mujahir-106_jpg.rf.1a54c36852b50272e34b4b380ec591ec.jpg,4624,3472,mujahir,2037,773,2912,1954
Sepat-189_jpg.rf.1be0d7a3fc1afd3f76c335aa663a9578.jpg,1280,960,sepat,471,22,914,683
Sepat-18_png.rf.13180c71c52559cc2810e7bbeb42afeb.jpg,631,490,sepat,223,12,456,478
Sepat-161_jpg.rf.1f0a14fbf46dcf5e5a6eb43f00e9d610.jpg,960,1280,sepat,189,800,492,1179
Sepat-161_jpg.rf.1f0a14fbf46dcf5e5a6eb43f00e9d610.jpg,960,1280,sepat,184,792,493,1179
Sepat-161_jpg.rf.1f0a14fbf46dcf5e5a6eb43f00e9d610.jpg,960,1280,sepat,0,379,353,707
3_mp4-0002_jpg.rf.299be3a0dd6ee03b3081af0dd3f66034.jpg,1280,720,mujahir,490,260,768,718
Video-Sepat-1_mp4-0021_jpg.rf.1e4ea746d8dbf2e9a24a428f4d327c75.jpg,478,850,sepat,33,152,389,805
Red-Devil-211_jpg.rf.1d577423e851ecccb6853d7387d6816d.jpg,3060,4080,red_devil,136,518,2638,1753
Video-Sepat-2_mp4-0054_jpg.rf.20ed9245a3a634247a6f3a219e1b4ce7.jpg,478,850,sepat,40,638,312,759
Video-Sepat-2_mp4-0054_jpg.rf.20ed9245a3a634247a6f3a219e1b4ce7.jpg,478,850,sepat,40,623,343,759
Video-Sepat-2_mp4-0054_jpg.rf.20ed9245a3a634247a6f3a219e1b4ce7.jpg,478,850,sepat,204,396,373,522
Red-Devil-194_jpg.rf.258c6e30c4d4f5c6fae568aee4ebd75c.jpg,4080,3060,red_devil,781,956,3371,2207
Sepat-81_png.rf.27ddd69bcf56573653f88f7079455915.jpg,513,742,sepat,50,162,507,444
Mujahir-27_jpg.rf.1e3d5315626728f1559416fb429ed5fa.jpg,4624,3472,mujahir,528,801,3610,2095
Mujahir-121_jpg.rf.250555bcded71483bdacb2016b919a3b.jpg,4624,3472,mujahir,1657,686,2684,2658
Mujahir-121_jpg.rf.250555bcded71483bdacb2016b919a3b.jpg,4624,3472,mujahir,1738,831,2687,2665
Sepat-52_png.rf.256ea9e162f3e136c2a07f7e0c11b1d6.jpg,282,575,sepat,39,18,269,572
Red-Devil-51_png.rf.28039a58189eafba9e49691cbe81e7f0.jpg,1280,720,red_devil,112,144,969,512
Mujahir-108_jpg.rf.23dc3d3680b147d0dbaf44a5936b011c.jpg,4624,3472,mujahir,2014,798,3301,2896
Mujahir-69_jpg.rf.260b92ebfb56840debc77b080d986cb2.jpg,4624,3472,mujahir,1308,1083,3635,3166
Sepat-106_png.rf.289e2e9bfcabe2937e53124f95113f0c.jpg,718,493,sepat,235,1,593,236
Red-Devil-239_jpg.rf.28edb494a40b4e8e234476ac3b84abaa.jpg,3060,4080,red_devil,0,1203,2494,2327
2_mp4-0002_jpg.rf.27bce28b8a1802dbb4f82afc312d06d9.jpg,1280,720,mujahir,533,175,1053,718
Mujahir-31_jpg.rf.278297f208aaccc39980407b7ed0fadc.jpg,4624,3472,mujahir,569,919,3996,2391
Video-Sepat-2_mp4-0051_jpg.rf.2cb96c290893c7fd7741892e39ab5f00.jpg,478,850,sepat,237,463,318,707
Red-Devil-156-_jpg.rf.1e1a6fe3621b97a88a2f04bb2a21d294.jpg,3060,4080,red_devil,44,1105,2480,2534
Mujahir-142_jpg.rf.1d93c6dd31f2232f8bb2581605d2f097.jpg,4624,3472,mujahir,856,1506,3692,2557
Red-Devil-236_jpg.rf.2b1ff8cb456141d9c56f4b99489d8df6.jpg,3060,4080,red_devil,0,2008,2590,3092
Sepat-61_png.rf.270ff9bed3b291ec82ecff72b3d962b2.jpg,466,742,sepat,125,269,444,443
Mujahir-158_jpg.rf.2b9d021412a4dfc8f52e87bfcc365bd5.jpg,4624,3472,mujahir,469,1616,3920,2865
Sepat-32_png.rf.2a0081bfd8b6b356c70f9ada809d1638.jpg,803,752,sepat,45,101,613,748
Red-Devil-34_png.rf.2637691cc6060a9933f81fdc36b26c90.jpg,1280,720,red_devil,317,233,1064,515
Mujahir-87_jpg.rf.28dc503e487368bfd239e03376ceaebe.jpg,4624,3472,mujahir,905,1276,3792,2765
Red-Devil-243_jpg.rf.1d39d807e8097e82c45d4fbefcc74589.jpg,3060,4080,red_devil,0,1482,2917,2853
Mujahir-19_jpg.rf.2c4ebbc0ccd786936d7fe2e731db60b8.jpg,4624,3472,mujahir,878,1091,4350,2596
Red-Devil-96_png.rf.2eae667cb2211b80e2f77318525498b9.jpg,720,1280,red_devil,171,141,619,1083
Mujahir-111_jpg.rf.364ae61c2b1216a2a5ed9921ea3e9926.jpg,4624,3472,mujahir,1598,314,3045,3406
Mujahir-111_jpg.rf.364ae61c2b1216a2a5ed9921ea3e9926.jpg,4624,3472,mujahir,1595,924,2836,3418
Mujahir-5_jpg.rf.2fc3d6805ed828b221d8640ae5981ed4.jpg,3472,4624,mujahir,778,495,2121,4044
Sepat-15_png.rf.2cdc41a8c410677332bd931eb2d3ea01.jpg,573,626,sepat,65,253,561,479
Sepat-84_png.rf.2dc09554ac77126fb27474934cea7707.jpg,742,513,sepat,165,5,461,465
